imdb_id,title,vote_average,vote_count,release_date,original_language,overview,popularity,genres,production_companies,release_year,cast,budget_crore,collection_crore,directors
tt91000237,Shadow Dream 10,7.4,103311,2021-04-20,te,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",76.7,Action,Yash Raj Films,2016,Ram Charan,298.9,709.56,Mani Ratnam
tt91000238,Shadow Code 457,9.3,292673,2016-10-26,hi,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",85.32,Crime,Mythri Movie Makers,2016,Yash,227.4,1706.99,Nelson Dilipkumar
tt91000239,Burning Echo 856,4.5,16383,2009-07-24,te,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",38.04,Drama,Red Chillies Entertainment,2021,Kareena Kapoor,331.14,172.68,Mani Ratnam
tt91000240,Crimson Storm 418,5.7,3379,2025-10-16,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",63.53,Action,Dharma Productions,2002,Vijay,182.44,37.24,Vetrimaaran
tt91000241,Dark Storm 806,4.2,23987,2022-07-22,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",49.53,Sci-Fi,Hombale Films,2011,Salman Khan,374.61,115.91,Rohit Shetty
tt91000242,Hidden Dream 909,5.1,14413,2006-06-18,te,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",49.21,Comedy,Mythri Movie Makers,2020,Kareena Kapoor,96.83,59.81,Ayan Mukerji
tt91000243,Golden Legacy 189,8.5,360248,2022-12-28,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",87.88,Mystery,Dharma Productions,2013,Allu Arjun,394.58,2274.08,Anurag Kashyap
tt91000244,Crimson Kingdom 595,5.0,6750,2004-05-27,kn,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",54.76,Drama,T-Series,2008,Ram Charan,148.15,49.7,Nelson Dilipkumar
tt91000245,Last Destiny 982,7.1,235976,2025-06-05,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",76.13,Thriller,Excel Entertainment,2018,Shah Rukh Khan,352.58,1672.26,Sukumar
tt91000246,Last Storm 499,4.3,53127,2019-12-23,hi,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",36.43,Romance,Yash Raj Films,2014,Deepika Padukone,399.12,230.31,Shankar
tt91000247,Eternal Warrior 415,9.0,348160,2001-05-26,kn,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",86.19,Romance,Hombale Films,2016,Aamir Khan,238.91,2448.57,Vikram Kumar
tt91000248,Shadow Code 93,6.8,158012,2020-11-04,ta,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",71.5,Mystery,Excel Entertainment,2004,Kiara Advani,299.66,896.37,Vetrimaaran
tt91000249,Crimson Border 238,8.3,203036,2001-10-24,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",76.16,Thriller,Dharma Productions,2011,Ram Charan,228.93,883.29,Lokesh Kanagaraj
tt91000250,Burning Storm 855,7.5,136071,2023-05-22,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",85.48,Sci-Fi,Sun Pictures,2022,Kareena Kapoor,174.24,945.1,Kabir Khan
tt91000251,Royal Border 909,4.1,8102,2015-06-24,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",40.59,Adventure,Mythri Movie Makers,2011,Kiara Advani,111.45,72.49,Priyadarshan
tt91000252,Sacred Promise 494,4.0,4971,2014-10-24,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",32.62,Sci-Fi,T-Series,2013,Alia Bhatt,44.19,26.58,Nelson Dilipkumar
tt91000253,Hidden Legacy 530,7.8,620980,2007-06-18,kn,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",82.26,Thriller,T-Series,2001,Hrithik Roshan,203.38,2807.81,Vetrimaaran
tt91000254,Hidden Legacy 742,5.1,8865,2022-11-30,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",56.37,Thriller,AGS Entertainment,2019,Akshay Kumar,178.59,37.79,Karan Johar
tt91000255,Royal Warrior 615,7.4,84680,2007-12-16,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",74.38,Comedy,Lyca Productions,2003,Kiara Advani,432.69,433.47,S. S. Rajamouli
tt91000256,Broken Mission 961,7.2,17407,2023-10-07,ml,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",81.72,Sci-Fi,Hombale Films,2001,Ram Charan,100.71,135.83,Nelson Dilipkumar
tt91000257,Sacred Kingdom 809,7.2,109593,2000-03-30,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",77.28,Sci-Fi,Hombale Films,2006,Kiara Advani,285.9,1030.86,Rajkumar Hirani
tt91000258,Eternal Destiny 627,6.1,33644,2018-12-31,ta,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",67.24,Comedy,Dharma Productions,2017,Vijay,175.89,242.85,Kabir Khan
tt91000259,Royal Kingdom 973,7.9,145742,2010-04-22,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",78.47,Sci-Fi,Dharma Productions,2023,Alia Bhatt,352.83,1640.34,Zoya Akhtar
tt91000260,Royal Warrior 446,6.5,6831,2006-07-09,kn,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",66.95,Crime,Yash Raj Films,2026,Allu Arjun,79.0,37.05,Lokesh Kanagaraj
tt91000261,Burning Border 450,6.0,10221,2007-11-11,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",52.35,Thriller,Yash Raj Films,2024,Kiara Advani,52.96,93.94,Rajkumar Hirani
tt91000262,Hidden Echo 362,4.4,18955,2003-11-23,te,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",53.83,Action,Lyca Productions,2005,Hrithik Roshan,325.89,85.75,Vetrimaaran
tt91000263,Crimson Warrior 987,6.5,28982,2012-05-27,kn,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",59.4,Romance,Hombale Films,2026,Vijay,114.44,210.33,Sanjay Leela Bhansali
tt91000264,Hidden Kingdom 454,7.0,259991,2025-10-15,ta,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",77.93,Adventure,Mythri Movie Makers,2017,Kartik Aaryan,428.09,1792.37,Vetrimaaran
tt91000265,Broken Destiny 529,6.7,108584,2014-02-28,te,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",68.05,Romance,Mythri Movie Makers,2025,Allu Arjun,84.78,455.59,Shankar
tt91000266,Golden Kingdom 700,5.4,4951,2012-01-26,hi,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",47.69,Romance,Excel Entertainment,2018,Alia Bhatt,124.03,46.48,Sanjay Leela Bhansali
tt91000267,Shadow Empire 869,7.3,128473,2000-04-18,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",69.76,Mystery,T-Series,2019,Akshay Kumar,406.4,1006.49,Nelson Dilipkumar
tt91000268,Broken Border 963,6.7,275915,2023-08-01,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",65.72,Sci-Fi,Yash Raj Films,2001,Kiara Advani,400.33,1641.43,Shankar
tt91000269,Broken Warrior 104,6.2,38288,2009-06-14,ml,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",62.34,Family,Lyca Productions,2021,Akshay Kumar,141.16,344.12,Karan Johar
tt91000270,Hidden Border 185,8.2,159960,2017-12-20,ta,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",90.13,Drama,Excel Entertainment,2011,Hrithik Roshan,317.63,1411.45,Vikram Kumar
tt91000271,Golden Echo 512,6.7,39514,2000-06-08,te,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",63.29,Romance,Excel Entertainment,2025,Kiara Advani,137.48,366.66,Atlee
tt91000272,Royal Kingdom 343,6.9,46697,2004-04-26,kn,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",72.13,Romance,T-Series,2026,Ram Charan,167.2,255.25,Kabir Khan
tt91000273,Last Destiny 690,6.8,97097,2012-10-07,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",67.1,Mystery,AGS Entertainment,2024,Suriya,148.59,446.81,T. J. Gnanavel
tt91000274,Dark Legacy 352,7.2,66509,2003-03-14,ml,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",75.99,Mystery,Sun Pictures,2012,Jr. NTR,281.43,469.24,Anurag Kashyap
tt91000275,Silent Legacy 746,5.1,6124,2008-03-31,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",51.39,Sci-Fi,Dharma Productions,2005,Allu Arjun,88.95,72.5,Anurag Kashyap
tt91000276,Dark Dream 954,3.6,41481,2006-12-19,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",45.06,Adventure,Excel Entertainment,2008,Prabhas,273.39,215.15,Vetrimaaran
tt91000277,Hidden Code 456,6.5,78283,2024-03-31,te,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",58.42,Family,Lyca Productions,2014,Kareena Kapoor,279.26,660.0,Atlee
tt91000278,Golden Storm 11,8.4,34180,2011-08-27,te,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",84.67,Family,AGS Entertainment,2013,Ranveer Singh,28.86,419.12,Rajkumar Hirani
tt91000279,Shadow Destiny 194,6.8,71095,2000-04-28,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",75.51,Sci-Fi,Hombale Films,2007,Ajith Kumar,378.64,423.63,Sukumar
tt91000280,Hidden Echo 193,6.7,43811,2023-11-11,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",59.84,Drama,Red Chillies Entertainment,2009,Ranveer Singh,277.97,391.44,Lokesh Kanagaraj
tt91000281,Dark Storm 276,5.9,2991,2008-05-04,hi,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",58.0,Comedy,Lyca Productions,2000,Suriya,36.74,18.16,Atlee
tt91000282,Silent Storm 795,8.2,64623,2006-07-21,ta,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",88.93,Comedy,Sun Pictures,2002,Kareena Kapoor,119.68,641.53,Vetrimaaran
tt91000283,Crimson Kingdom 35,7.8,535992,2019-11-14,kn,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",84.91,Adventure,Red Chillies Entertainment,2024,Ranbir Kapoor,182.31,2629.99,Sanjay Leela Bhansali
tt91000284,Royal Dream 306,6.1,34672,2011-05-13,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",68.3,Thriller,Yash Raj Films,2003,Aamir Khan,276.21,345.55,Sanjay Leela Bhansali
tt91000285,Sacred Warrior 159,7.5,37530,2021-04-26,ta,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",68.13,Adventure,Red Chillies Entertainment,2018,Prabhas,84.08,201.48,Ayan Mukerji
tt91000286,Golden Border 239,5.0,21995,2004-10-25,ml,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",47.45,Sci-Fi,Mythri Movie Makers,2025,Ram Charan,171.86,142.48,Karan Johar
tt91000287,Shadow Destiny 332,6.6,82018,2008-05-15,kn,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",73.35,Drama,Sun Pictures,2018,Akshay Kumar,234.07,521.77,Trivikram Srinivas
tt91000288,Silent Warrior 878,6.7,56993,2008-04-27,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",72.08,Thriller,Dharma Productions,2023,Prabhas,231.32,422.67,Ayan Mukerji
tt91000289,Silent Legacy 183,6.8,33300,2002-12-28,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",74.18,Thriller,Yash Raj Films,2016,Ranbir Kapoor,87.2,196.59,S. S. Rajamouli
tt91000290,Eternal Kingdom 73,6.3,32187,2009-11-25,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",62.53,Adventure,AGS Entertainment,2011,Kartik Aaryan,361.61,213.57,Rajkumar Hirani
tt91000291,Silent Kingdom 73,5.9,26682,2023-09-24,ta,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",62.26,Drama,Red Chillies Entertainment,2008,Alia Bhatt,88.22,139.21,Rohit Shetty
tt91000292,Broken Kingdom 109,6.8,106974,2025-01-13,te,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",72.15,Comedy,Lyca Productions,2023,Suriya,356.54,626.45,Vikram Kumar
tt91000293,Last Echo 783,9.3,441450,2014-07-25,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",93.21,Sci-Fi,Hombale Films,2017,Jr. NTR,341.32,2828.45,Sukumar
tt91000294,Shadow Legacy 912,5.6,39066,2000-09-24,kn,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",58.76,Thriller,AGS Entertainment,2019,Yash,397.01,307.82,Rohit Shetty
tt91000295,Dark Empire 472,6.1,103504,2006-12-09,ta,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",64.39,Crime,Dharma Productions,2018,Ranveer Singh,422.45,584.83,Ayan Mukerji
tt91000296,Royal Legacy 500,5.6,76129,2014-07-25,ml,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",55.08,Action,Sun Pictures,2023,Akshay Kumar,322.72,360.71,Vikram Kumar
tt91000297,Sacred Dream 870,6.2,84922,2010-03-03,ml,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",56.6,Romance,Excel Entertainment,2003,Vijay,231.44,427.56,Priyadarshan
tt91000298,Eternal Code 93,6.6,43445,2026-09-11,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",65.93,Comedy,T-Series,2024,Yash,164.58,348.58,Anurag Kashyap
tt91000299,Royal Code 203,6.0,119229,2006-01-18,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",66.02,Mystery,Dharma Productions,2024,Hrithik Roshan,571.12,778.71,Nelson Dilipkumar
tt91000300,Broken Destiny 357,6.4,140788,2018-07-21,ta,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",56.74,Comedy,Mythri Movie Makers,2003,Ram Charan,540.61,1343.54,Sanjay Leela Bhansali
tt91000301,Golden Kingdom 874,6.5,484053,2016-10-07,ml,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",59.5,Mystery,Excel Entertainment,2021,Aamir Khan,455.34,2445.39,Lokesh Kanagaraj
tt91000302,Crimson Kingdom 551,7.9,278730,2014-11-20,kn,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",78.43,Romance,Yash Raj Films,2000,Kareena Kapoor,241.03,1439.69,Sanjay Leela Bhansali
tt91000303,Silent Storm 206,6.8,94161,2007-08-22,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",60.58,Drama,Mythri Movie Makers,2008,Aamir Khan,182.14,414.94,Priyadarshan
tt91000304,Sacred Promise 926,8.9,116601,2022-10-23,te,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",98.98,Comedy,Lyca Productions,2012,Akshay Kumar,121.67,1343.99,Karan Johar
tt91000305,Sacred Legacy 19,4.7,13812,2017-08-24,kn,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",58.42,Family,Hombale Films,2015,Ram Charan,145.24,55.25,Ayan Mukerji
tt91000306,Last Echo 673,7.6,247234,2006-10-21,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",74.71,Mystery,Lyca Productions,2007,Vijay,409.33,1621.22,Atlee
tt91000307,Golden Mission 669,7.0,198888,2024-04-27,ta,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",73.7,Family,Lyca Productions,2014,Kareena Kapoor,439.29,1038.26,Atlee
tt91000308,Shadow Kingdom 122,7.1,197308,2024-12-31,ta,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",78.2,Sci-Fi,Mythri Movie Makers,2002,Ranveer Singh,494.73,1048.04,Zoya Akhtar
tt91000309,Golden Empire 781,6.5,101235,2005-11-25,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",68.63,Thriller,T-Series,2003,Allu Arjun,301.19,612.08,Priyadarshan
tt91000310,Royal Legacy 168,8.8,416017,2022-01-16,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",83.85,Action,Excel Entertainment,2012,Aamir Khan,454.07,3633.92,Sanjay Leela Bhansali
tt91000311,Sacred Destiny 888,7.3,319300,2021-12-23,kn,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",76.32,Action,Red Chillies Entertainment,2019,Ajith Kumar,265.37,1332.34,Trivikram Srinivas
tt91000312,Shadow Promise 463,7.5,153796,2001-09-22,te,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",68.31,Family,Excel Entertainment,2020,Prabhas,184.53,821.52,Trivikram Srinivas
tt91000313,Hidden Border 171,7.5,64954,2013-08-29,kn,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",78.72,Comedy,T-Series,2012,Akshay Kumar,208.59,587.5,Sukumar
tt91000314,Last Border 26,8.1,157389,2018-07-20,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",75.4,Drama,Excel Entertainment,2012,Hrithik Roshan,137.21,778.68,Zoya Akhtar
tt91000315,Dark Code 725,8.8,401041,2016-04-12,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",96.91,Action,Yash Raj Films,2020,Kiara Advani,342.74,3800.79,Vetrimaaran
tt91000316,Hidden Kingdom 788,7.5,8609,2013-10-26,kn,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",83.1,Thriller,Excel Entertainment,2013,Deepika Padukone,20.55,52.25,Trivikram Srinivas
tt91000317,Eternal Dream 488,7.1,93315,2009-09-23,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",67.1,Thriller,Lyca Productions,2007,Suriya,416.55,809.34,Trivikram Srinivas
tt91000318,Silent Dream 592,5.3,25421,2006-07-09,kn,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",57.23,Drama,T-Series,2001,Jr. NTR,191.93,128.68,Priyadarshan
tt91000319,Last Empire 96,3.9,46513,2025-12-20,ml,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",37.24,Sci-Fi,Red Chillies Entertainment,2014,Ram Charan,388.46,205.72,Rohit Shetty
tt91000320,Eternal Empire 112,7.5,66601,2009-05-18,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",69.49,Sci-Fi,Excel Entertainment,2006,Kiara Advani,265.76,475.2,Vikram Kumar
tt91000321,Royal Legacy 905,7.0,24017,2022-04-29,ml,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",74.06,Action,Sun Pictures,2016,Yash,94.94,208.4,Priyadarshan
tt91000322,Last Code 826,6.1,50666,2014-12-21,te,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",67.2,Romance,Sun Pictures,2001,Alia Bhatt,355.21,625.18,Sanjay Leela Bhansali
tt91000323,Eternal Empire 853,7.5,395519,2025-07-09,kn,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",84.47,Adventure,Lyca Productions,2023,Jr. NTR,445.26,2119.34,Zoya Akhtar
tt91000324,Sacred Empire 856,7.3,13151,2018-07-27,ta,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",66.65,Family,Hombale Films,2014,Hrithik Roshan,40.79,61.09,T. J. Gnanavel
tt91000325,Last Echo 642,7.9,178015,2001-05-25,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",71.74,Comedy,Dharma Productions,2026,Hrithik Roshan,259.98,1333.8,Shankar
tt91000326,Last Border 850,8.3,75193,2010-08-29,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",75.77,Comedy,Red Chillies Entertainment,2015,Kiara Advani,92.63,483.74,Rohit Shetty
tt91000327,Last Border 751,4.9,42163,2008-07-13,hi,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",51.23,Family,Hombale Films,2004,Jr. NTR,296.14,209.43,T. J. Gnanavel
tt91000328,Dark Destiny 479,6.1,66596,2026-08-28,te,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",58.95,Action,Excel Entertainment,2001,Kiara Advani,252.65,590.75,S. S. Rajamouli
tt91000329,Hidden Legacy 162,6.0,38887,2005-04-11,kn,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",68.5,Family,Mythri Movie Makers,2021,Shah Rukh Khan,88.7,161.79,Kabir Khan
tt91000330,Hidden Warrior 914,3.8,29801,2003-03-13,kn,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",43.68,Adventure,Excel Entertainment,2005,Suriya,433.81,203.25,Karan Johar
tt91000331,Hidden Destiny 838,8.4,739732,2015-12-14,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",89.86,Drama,Excel Entertainment,2019,Kareena Kapoor,368.81,3767.2,Sanjay Leela Bhansali
tt91000332,Golden Warrior 265,4.9,13574,2010-01-14,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",47.0,Adventure,AGS Entertainment,2007,Deepika Padukone,217.42,60.66,Ayan Mukerji
tt91000333,Shadow Promise 416,6.0,30178,2005-09-18,hi,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",61.52,Family,Lyca Productions,2018,Kareena Kapoor,207.64,281.95,Mani Ratnam
tt91000334,Broken Echo 581,7.1,52129,2026-07-05,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",82.56,Drama,AGS Entertainment,2006,Prabhas,258.71,474.12,Karan Johar
tt91000335,Broken Destiny 507,6.8,114294,2026-10-02,ml,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",70.56,Mystery,AGS Entertainment,2003,Alia Bhatt,433.78,1084.73,S. S. Rajamouli
tt91000336,Crimson Mission 698,6.5,235164,2020-01-22,hi,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",74.26,Crime,Lyca Productions,2018,Hrithik Roshan,547.34,1049.38,Karan Johar
tt91000337,Silent Kingdom 574,6.9,56927,2002-05-20,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",69.94,Thriller,T-Series,2017,Yash,197.13,382.0,Ayan Mukerji
tt91000338,Crimson Code 394,8.3,19121,2006-03-28,ta,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",94.2,Comedy,Dharma Productions,2015,Ranveer Singh,33.18,99.67,Ayan Mukerji
tt91000339,Royal Kingdom 619,6.3,40608,2018-08-27,ta,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",65.46,Family,Red Chillies Entertainment,2004,Deepika Padukone,373.31,499.72,Sukumar
tt91000340,Shadow Warrior 376,5.8,38681,2018-06-06,te,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",69.51,Crime,Excel Entertainment,2008,Hrithik Roshan,93.0,189.32,S. S. Rajamouli
tt91000341,Shadow Warrior 91,6.4,23585,2003-07-05,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",65.76,Mystery,Sun Pictures,2016,Salman Khan,65.09,141.1,Anurag Kashyap
tt91000342,Hidden Legacy 37,6.1,103059,2013-03-20,ml,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",53.38,Adventure,Dharma Productions,2011,Yash,252.89,501.86,Priyadarshan
tt91000343,Dark Storm 259,8.8,476436,2022-09-05,ta,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",83.03,Drama,Excel Entertainment,2004,Allu Arjun,263.62,3334.98,Atlee
tt91000344,Silent Destiny 87,7.7,198736,2023-08-28,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",69.64,Thriller,Dharma Productions,2005,Ranveer Singh,288.69,890.75,Atlee
tt91000345,Royal Echo 488,3.5,40886,2007-07-08,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",36.33,Sci-Fi,Red Chillies Entertainment,2001,Kareena Kapoor,212.63,172.06,Rohit Shetty
tt91000346,Dark Code 653,4.7,19824,2001-11-03,kn,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",53.72,Romance,Mythri Movie Makers,2021,Akshay Kumar,142.49,93.76,Ayan Mukerji
tt91000347,Burning Kingdom 185,4.2,5694,2015-02-19,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",37.44,Sci-Fi,AGS Entertainment,2016,Shah Rukh Khan,86.76,44.43,Karan Johar
tt91000348,Eternal Dream 916,8.4,298519,2002-07-20,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",90.26,Sci-Fi,Hombale Films,2002,Ranbir Kapoor,286.74,1284.95,Sanjay Leela Bhansali
tt91000349,Burning Border 945,6.5,8519,2003-05-25,ta,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",73.13,Drama,Excel Entertainment,2014,Jr. NTR,145.68,68.76,Kabir Khan
tt91000350,Crimson Warrior 403,4.3,11722,2022-01-21,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",36.18,Thriller,Excel Entertainment,2002,Kartik Aaryan,267.96,136.42,Zoya Akhtar
tt91000351,Golden Dream 656,8.5,823255,2022-04-29,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",86.61,Comedy,Sun Pictures,2000,Vijay,307.32,3433.31,Rajkumar Hirani
tt91000352,Shadow Mission 4,7.4,55503,2003-02-22,te,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",76.87,Crime,Dharma Productions,2023,Kartik Aaryan,298.56,581.72,Vetrimaaran
tt91000353,Hidden Dream 208,6.7,301679,2020-08-13,ta,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",73.4,Sci-Fi,Yash Raj Films,2026,Aamir Khan,428.04,1608.32,Zoya Akhtar
tt91000354,Sacred Warrior 245,8.5,82647,2001-02-19,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",78.04,Adventure,Sun Pictures,2006,Salman Khan,235.16,957.71,Nelson Dilipkumar
tt91000355,Burning Dream 536,7.3,61910,2009-06-30,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",70.0,Action,Yash Raj Films,2003,Kareena Kapoor,325.13,334.43,Trivikram Srinivas
tt91000356,Hidden Promise 468,5.6,20558,2002-03-29,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",55.01,Drama,Lyca Productions,2005,Hrithik Roshan,93.39,179.63,Priyadarshan
tt91000357,Shadow Legacy 330,5.8,21603,2025-11-01,ta,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",53.66,Crime,AGS Entertainment,2003,Hrithik Roshan,70.77,151.19,Sanjay Leela Bhansali
tt91000358,Dark Dream 628,5.5,1564,2005-12-25,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",54.88,Drama,T-Series,2001,Shah Rukh Khan,25.84,6.78,Vetrimaaran
tt91000359,Burning Storm 536,6.8,59927,2006-06-02,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",66.5,Mystery,Red Chillies Entertainment,2006,Prabhas,115.98,281.3,Trivikram Srinivas
tt91000360,Dark Code 98,6.9,256880,2008-08-10,ml,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",74.58,Adventure,Excel Entertainment,2007,Kareena Kapoor,343.89,1192.44,Priyadarshan
tt91000361,Burning Empire 56,6.7,97801,2007-03-02,ta,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",69.84,Crime,Yash Raj Films,2005,Alia Bhatt,269.19,1099.91,Ayan Mukerji
